Name,HighwayType,GeometryType,Lat,Lon,City
Spadina Road East,residential,LineString,43.438950355555555,-80.49161704444444,Kitchener
Butler Lane,service,LineString,43.43709029333333,-80.51076614,Kitchener
Conestoga Parkway,motorway,LineString,43.434128,-80.4578611,Kitchener
Conestoga Parkway,motorway,LineString,43.43180592857142,-80.46090305714287,Kitchener
Conestoga Parkway,motorway,LineString,43.434052949999995,-80.4576122,Kitchener
Conestoga Parkway,motorway,LineString,43.43497798,-80.45718034,Kitchener
Conestoga Parkway,motorway,LineString,43.43707245,-80.456603,Kitchener
Conestoga Parkway,motorway,LineString,43.43931535,-80.456012825,Kitchener
Conestoga Parkway,motorway,LineString,43.4377512,-80.45643195,Kitchener
Conestoga Parkway,motorway,LineString,43.43716015,-80.4568471,Kitchener
Conestoga Parkway,motorway,LineString,43.43786205,-80.45665195000001,Kitchener
Claremont Avenue,residential,LineString,43.45163625,-80.52259262272729,Kitchener
Belmont Lane West,service,LineString,43.45325114705882,-80.51851228823529,Kitchener
Rock Avenue,residential,LineString,43.4523612142857,-80.51824637142856,Kitchener
Strange Street,unclassified,LineString,43.453065225,-80.5098182375,Kitchener
Agnes Street,unclassified,LineString,43.45224065714286,-80.50681895714285,Kitchener
Blucher Street,residential,LineString,43.4625122,-80.49305559230768,Kitchener
Louisa Street,residential,LineString,43.455276149999996,-80.5032238375,Kitchener
Frederick Street,secondary,LineString,43.457886984615385,-80.47374322307694,Kitchener
Frederick Street,secondary,LineString,43.45885,-80.47138545,Kitchener
Louisa Street,residential,LineString,43.46015392222222,-80.48934372222222,Kitchener
Wellington Street North,secondary,LineString,43.46543785,-80.47196149999999,Kitchener
Victoria Street North,primary,LineString,43.4624191,-80.46998413333334,Kitchener
Victoria Street North,primary,LineString,43.46198905,-80.4712701,Kitchener
Edna Street,secondary,LineString,43.459003414285725,-80.47360474285713,Kitchener
Highway 401,motorway,LineString,43.402643749999996,-80.37743445000001,Cambridge
Avon Road,residential,LineString,43.46308675294117,-80.4561793882353,Kitchener
Applewood Avenue,residential,LineString,43.46397587142858,-80.4559783,Kitchener
Monterey Crescent,residential,LineString,43.46500940000001,-80.45610473636363,Kitchener
Monterey Road,residential,LineString,43.46362068333334,-80.45398398333333,Kitchener
Manchester Road,residential,LineString,43.46243038333333,-80.45377951666667,Kitchener
Plaza Court,residential,LineString,43.46267516666668,-80.45494955,Kitchener
Peachwood Court,residential,LineString,43.4613212,-80.45446947500001,Kitchener
Peachwood Avenue,residential,LineString,43.461230916666665,-80.45347173333333,Kitchener
Westmeadow Drive,residential,LineString,43.42706334142858,-80.54823680285713,Kitchener
Stoke Drive,residential,LineString,43.43714491666667,-80.53672735757577,Kitchener
Bush Clover Crescent,residential,LineString,43.41085886,-80.508126044,Kitchener
Windy Wood Court,residential,LineString,43.418761599999996,-80.529237075,Kitchener
Red Maple Place,residential,LineString,43.41672765,-80.5297397,Kitchener
Greencroft Court,residential,LineString,43.435438261538465,-80.54530393846154,Kitchener
Forest Breeze Court,residential,LineString,43.434012414285725,-80.54857057142856,Kitchener
Greengable Court,residential,LineString,43.43468203333333,-80.5440746,Kitchener
Windward Place,residential,LineString,43.434514650000004,-80.54967995,Kitchener
Lemon Grass Street,residential,LineString,43.436820613333325,-80.55525911333334,Kitchener
Cotton Grass Street,residential,LineString,43.406365561111116,-80.50825273888887,Kitchener
Donnenwerth Drive,residential,LineString,43.40212199230769,-80.50953737692309,Kitchener
Bridlewreath Street,residential,LineString,43.40666108,-80.51191632,Kitchener
Isabella Street,residential,LineString,43.402625475,-80.50532112500001,Kitchener
Somerfield Place,residential,LineString,43.413559225,-80.53492905,Kitchener
Driftwood Place,residential,LineString,43.41446497142857,-80.5398863857143,Kitchener
Old Maple Lane,residential,LineString,43.41823923125,-80.5519272375,Kitchener
Countrystone Place,residential,LineString,43.43918081764706,-80.55205152352941,Kitchener
Gatsby Court,residential,LineString,43.44057442222223,-80.54029606111109,Kitchener
Dayman Court,residential,LineString,43.442106075,-80.53765530000001,Kitchener
Inadale Court,residential,LineString,43.44240945,-80.53667415,Kitchener
Gallarno Court,residential,LineString,43.44276715,-80.535542725,Kitchener
Huntington Place,residential,LineString,43.443938720000006,-80.53383504,Kitchener
Fernwood Place,residential,LineString,43.445305587499995,-80.5310188,Kitchener
Fernwood Place,residential,LineString,43.44566712105262,-80.53099541052632,Kitchener
Westwood Crescent,residential,LineString,43.44572922272727,-80.52907885454543,Kitchener
Inwood Crescent,residential,LineString,43.446914481250005,-80.52625085625002,Kitchener
Red Maple Place,residential,LineString,43.41679282,-80.530504315,Kitchener
Windy Wood Court,residential,LineString,43.41871091499999,-80.529768365,Kitchener
Greenbough Court,residential,LineString,43.422514894736835,-80.5357974526316,Kitchener
Cherrytree Court,residential,LineString,43.42126869999999,-80.53934749166666,Kitchener
Forest Breeze Court,residential,LineString,43.434656026666666,-80.54820353333335,Kitchener
Windward Place,residential,LineString,43.434532888888896,-80.54997578888889,Kitchener
Sleepy Hollow Court,residential,LineString,43.435335519999995,-80.54693386,Kitchener
Greencroft Court,residential,LineString,43.43441533749999,-80.5457473625,Kitchener
Greengable Court,residential,LineString,43.434423715,-80.54426946500001,Kitchener
Wilderness Drive,unclassified,LineString,43.4127767,-80.5167934,Kitchener
Mountain Laurel Crescent,residential,LineString,43.404066490322585,-80.51605206451613,Kitchener
Bridlewreath Street,residential,LineString,43.404005272727275,-80.51230570000001,Kitchener
Lemonbalm Street,residential,LineString,43.404238850000006,-80.50845746249999,Kitchener
Commonwealth Street,residential,LineString,43.404123684615385,-80.50314514999998,Kitchener
Bramblewood Street,residential,LineString,43.4294021,-80.54856086666668,Kitchener
Countrystone Drive,residential,LineString,43.43627618461538,-80.55547398846153,Kitchener
Garden Path Place,residential,LineString,43.435759000000004,-80.55316394210524,Kitchener
Sugar Maple Place,residential,LineString,43.413182675,-80.542908025,Kitchener
Sugar Maple Place,residential,LineString,43.41353829999999,-80.54331819999999,Kitchener
Blue Spruce Court,residential,LineString,43.421360421052626,-80.53284158421052,Kitchener
Royal Orchard Place,residential,LineString,43.415384085000014,-80.52753360999999,Kitchener
Somerfield Place,residential,LineString,43.41292125789473,-80.53467750526315,Kitchener
Driftwood Place,residential,LineString,43.414309957142855,-80.53887392857143,Kitchener
Havenwood Court,residential,LineString,43.41558932222222,-80.55105645555555,Kitchener
Westview Court,residential,LineString,43.42183035454545,-80.54292118181819,Kitchener
Maple Hill Drive,residential,LineString,43.44609974,-80.53873754,Kitchener
Veronica Drive,residential,LineString,43.43827059,-80.43126946,Kitchener
Peachwood Court,residential,LineString,43.46134412631579,-80.45570389473684,Kitchener
Plaza Court,residential,LineString,43.46328828888888,-80.4552496277778,Kitchener
Manchester Road,residential,LineString,43.46397814444444,-80.45281696111113,Kitchener
Golden Terrace Court,residential,LineString,43.4301680125,-80.5336953625,Kitchener
Golden Terrace Court,residential,LineString,43.429608542105264,-80.53312211578948,Kitchener
Bankside Crescent,residential,LineString,43.429331731249995,-80.53461266875,Kitchener
Michelle Court,residential,LineString,43.42594394,-80.54611888,Kitchener
Michelle Court,residential,LineString,43.4255212631579,-80.54598303157896,Kitchener
Dawn Ridge Drive,residential,LineString,43.42763311111112,-80.54647520370371,Kitchener
Jacqueline Place,residential,LineString,43.42961088461538,-80.54717524615386,Kitchener
Shadyridge Place,residential,LineString,43.43324118571428,-80.54785745714285,Kitchener
Shadyridge Place,residential,LineString,43.43363347368421,-80.5470666,Kitchener
Beechcroft Place,residential,LineString,43.432150666666665,-80.5468494,Kitchener
Beechcroft Place,residential,LineString,43.43166818461538,-80.54685774615383,Kitchener
Woodhurst Court,residential,LineString,43.4319995923077,-80.54551416153846,Kitchener
Brandon Avenue,residential,LineString,43.44810091666667,-80.51886221666666,Kitchener
Brandon Avenue,residential,LineString,43.446973285714286,-80.52173594285715,Kitchener
Katherine Crescent,residential,LineString,43.447979707692305,-80.52098733846154,Kitchener
Balmoral Drive,residential,LineString,43.44920026666667,-80.51848276666665,Kitchener
Duchess Avenue,residential,LineString,43.450050039999994,-80.51954862,Kitchener
Lennox Lewis Way,unclassified,LineString,43.42221195238095,-80.46794657142858,Kitchener
Ardelt Avenue,unclassified,LineString,43.42538690645162,-80.47510418709676,Kitchener
Dawn Ridge Court,residential,LineString,43.427611049999996,-80.54611337857143,Kitchener
International Place,unclassified,LineString,43.413121525,-80.517010175,Kitchener
Broken Oak Crescent,residential,LineString,43.4197814625,-80.541667471875,Kitchener
Covington Crescent,residential,LineString,43.421482464,-80.549625472,Kitchener
Burnaby Crescent,residential,LineString,43.42269855882353,-80.54778855882353,Kitchener
Forest Glen Court,residential,LineString,43.42090684,-80.51864989,Kitchener
Forest Glen Court,residential,LineString,43.421258433333335,-80.51911169444446,Kitchener
Marina Road,residential,LineString,43.4508988,-80.5190536,Kitchener
Stoke Court,residential,LineString,43.436026528571425,-80.53258677142857,Kitchener
Stoke Court,residential,LineString,43.43672226666666,-80.5309938611111,Kitchener
Benesfort Crescent,residential,LineString,43.43456376956522,-80.5296293,Kitchener
Benesfort Court,residential,LineString,43.43354627272728,-80.53108213636364,Kitchener
Benesfort Court,residential,LineString,43.433470629999995,-80.53024901,Kitchener
Oprington Place,residential,LineString,43.432428976666664,-80.53347320666667,Kitchener
Oprington Court,residential,LineString,43.43247176111111,-80.53046340555557,Kitchener
Oprington Court,residential,LineString,43.432448625000006,-80.53167595,Kitchener
Hidden Creek Drive,residential,LineString,43.42968539999999,-80.54095297560977,Kitchener
Hollyridge Crescent,residential,LineString,43.42988602631577,-80.54177410263159,Kitchener
Heatherwood Place,residential,LineString,43.43063818148148,-80.54155135555555,Kitchener
Winding Meadow Court,residential,LineString,43.428132950000006,-80.551785855,Kitchener
Winding Meadow Court,residential,LineString,43.42842677000001,-80.55059673000001,Kitchener
Ivy Lane Court,residential,LineString,43.4278555,-80.54963698571429,Kitchener
Huck Crescent,residential,LineString,43.431829837142864,-80.55193017428572,Kitchener
Laurel Springs Court,residential,LineString,43.431104700000006,-80.54821481999998,Kitchener
Udvari Crescent,residential,LineString,43.4312856,-80.55166481999998,Kitchener
Highbarry Crescent,residential,LineString,43.43182886428572,-80.5517310142857,Kitchener
Highgate Court,residential,LineString,43.43150996,-80.54937087,Kitchener
Laurel Springs Court,residential,LineString,43.430728275,-80.549055525,Kitchener
Keller Crescent,residential,LineString,43.43344344705883,-80.55120673529413,Kitchener
Summit Avenue,residential,LineString,43.42722461428571,-80.52036996666666,Kitchener
Floyd Street,residential,LineString,43.4649971,-80.49229696666667,Kitchener
Fairfield Avenue,residential,LineString,43.4662862,-80.49048866666666,Kitchener
Crestwood Avenue,residential,LineString,43.46463775,-80.49333748333333,Kitchener
Woodward Avenue,residential,LineString,43.46432295,-80.4942418,Kitchener
Oakwood Avenue,residential,LineString,43.4683671,-80.49296476,Kitchener
Ridgewood Avenue,residential,LineString,43.46721888333334,-80.49284188333333,Kitchener
Briarwood Place,residential,LineString,43.46539973076923,-80.49115588461538,Kitchener
Spring Valley Road,unclassified,LineString,43.46546661111111,-80.47727563333335,Kitchener
Maplewood Place,residential,LineString,43.470232716666665,-80.49384669166666,Kitchener
Strasburg Road,tertiary,LineString,43.39038556666666,-80.4659625,Kitchener
Elmsdale Drive,residential,LineString,43.42293628888889,-80.4952959888889,Kitchener
Chandler Drive,residential,LineString,43.42538020769231,-80.49326193076924,Kitchener
Leacrest Court,residential,LineString,43.4234645,-80.49774945,Kitchener
Block Line Road,tertiary,LineString,43.41858824444445,-80.47019416666666,Kitchener
Alpine Road,residential,LineString,43.42442836666667,-80.48204750000001,Kitchener
Mowat Boulevard,residential,LineString,43.421646325000005,-80.49899262500001,Kitchener
Mowat Boulevard,residential,LineString,43.42152511818181,-80.49904024545454,Kitchener
Dubrick Crescent,residential,LineString,43.40497164285714,-80.50583482142856,Kitchener
Swartz Street,residential,LineString,43.40545852857144,-80.50525671428571,Kitchener
Sweet William Street,residential,LineString,43.401820171428575,-80.51064107857142,Kitchener
Yarrow Court,residential,LineString,43.40291366666666,-80.51130248888889,Kitchener
Periwinkle Street,residential,LineString,43.401187533333335,-80.51105531666667,Kitchener
Wisteria Court,residential,LineString,43.40754828,-80.50969611999999,Kitchener
Doll Court,residential,LineString,43.40239270000001,-80.51362845,Kitchener
Purple Sage Crescent,residential,LineString,43.40042334615384,-80.52000100769231,Kitchener
Red Clover Crescent,residential,LineString,43.40074135,-80.5175454875,Kitchener
Red Clover Court,residential,LineString,43.40027414285714,-80.51616258571428,Kitchener
Snowdrop Crescent,residential,LineString,43.40147037222223,-80.51906403333334,Kitchener
Snowdrop Court,residential,LineString,43.40144048,-80.5193762,Kitchener
Peach Blossom Court,residential,LineString,43.405758668749996,-80.52226345,Kitchener
Peach Blossom Crescent,residential,LineString,43.40578395,-80.52046697,Kitchener
Wake Robin Drive,residential,LineString,43.41191488,-80.52122166000001,Kitchener
Wake Robin Drive,residential,LineString,43.41332877333334,-80.51819638,Kitchener
Wake Robin Crescent,residential,LineString,43.41246081578948,-80.52110463157895,Kitchener
David Bergey Drive,residential,LineString,43.408226631249995,-80.52012705625,Kitchener
Prosperity Drive,residential,LineString,43.411481271875,-80.52777378125,Kitchener
Mahogany Street,residential,LineString,43.409672699999994,-80.527604225,Kitchener
Henhoeffer Crescent,residential,LineString,43.40165668947369,-80.5146490368421,Kitchener
Reistview Street,residential,LineString,43.40181555,-80.51454285000001,Kitchener
Henhoeffer Court,residential,LineString,43.40193565,-80.51576545,Kitchener
Big Springs Court,residential,LineString,43.40128479999999,-80.51317710909092,Kitchener
Glen Road,residential,LineString,43.4375556,-80.49631761818182,Kitchener
Perth Road,residential,LineString,43.43564779999999,-80.49859968000001,Kitchener
Barclay Avenue,residential,LineString,43.436763500000005,-80.50098753333334,Kitchener
Flint Drive,residential,LineString,43.423710141666675,-80.48193368333332,Kitchener
Flint Drive,residential,LineString,43.42364906666666,-80.48207520833333,Kitchener
Roberts Crescent,residential,LineString,43.42256037307691,-80.48439614999998,Kitchener
Appalachian Crescent,residential,LineString,43.42171973913044,-80.48184221304349,Kitchener
Alpine Court,residential,LineString,43.42325306,-80.47819124,Kitchener
Block Line Road,residential,LineString,43.41110151428571,-80.50077431428572,Kitchener
Highbrook Crescent,residential,LineString,43.410067420000004,-80.50228110000002,Kitchener
Highbrook Court,residential,LineString,43.409124725,-80.5014161,Kitchener
Williamsburg Road,residential,LineString,43.41547132142857,-80.50417394285714,Kitchener
Overlea Crescent,residential,LineString,43.430310356250004,-80.52307878750001,Kitchener
Lombardy Court,residential,LineString,43.431237825,-80.52173475000001,Kitchener
Eagen Drive,residential,LineString,43.43170612307692,-80.52076407692309,Kitchener
Kelly Drive,residential,LineString,43.4318013875,-80.51781448749999,Kitchener
Silverspring Crescent,residential,LineString,43.430489213333345,-80.51638050666666,Kitchener
Bonnylyn Drive,residential,LineString,43.430914566666665,-80.51880753333334,Kitchener
Furness Drive,residential,LineString,43.4316898,-80.51909357142857,Kitchener
Overlea Court,residential,LineString,43.432859900000004,-80.51659403333333,Kitchener
Cecile Drive,residential,LineString,43.43288417142857,-80.51516264285715,Kitchener
Ralgreen Crescent,residential,LineString,43.433307809090905,-80.51869515454545,Kitchener
Cloverdale Crescent,residential,LineString,43.423434295999996,-80.515012724,Kitchener
Barwood Crescent,residential,LineString,43.42000157333334,-80.48526861333333,Kitchener
Selkirk Drive,residential,LineString,43.418114040625,-80.478426928125,Kitchener
Jay Court,residential,LineString,43.41857307777778,-80.47564013333334,Kitchener
Jay Court,residential,LineString,43.418613933333326,-80.47642408,Kitchener
Selkirk Court,residential,LineString,43.41746075,-80.47837365,Kitchener
Selkirk Court,residential,LineString,43.41784920588235,-80.4785378352941,Kitchener
Geneva Crescent,residential,LineString,43.41836723529412,-80.47876207647059,Kitchener
Kingswood Drive,residential,LineString,43.42184319444444,-80.48399669999999,Kitchener
Belmont Avenue East,residential,LineString,43.434993728571435,-80.50159428571428,Kitchener
Queen's Boulevard,tertiary,LineString,43.43708373333333,-80.50282656666667,Kitchener
Mountain Mint Crescent,residential,LineString,43.410981642857145,-80.5121321095238,Kitchener
Waterwillow Court,residential,LineString,43.4115003,-80.51478618333334,Kitchener
Pine Martin Crescent,residential,LineString,43.409933817391305,-80.51282385217391,Kitchener
Hackberry Street,residential,LineString,43.41211766818182,-80.5082494590909,Kitchener
Watercress Court,residential,LineString,43.41163365999999,-80.517505045,Kitchener
Orchid Crescent,residential,LineString,43.41339423888889,-80.51252417222221,Kitchener
Queen Charlotte Crescent,residential,LineString,43.41233645217391,-80.51210103913044,Kitchener
Woodpoppy Court,residential,LineString,43.413510022222226,-80.51005143333333,Kitchener
Grey Fox Drive,residential,LineString,43.41272414545454,-80.51259398181817,Kitchener
Dahlia Street,residential,LineString,43.4116455,-80.52718856666667,Kitchener
Mariposa Court,residential,LineString,43.41072480999999,-80.529231885,Kitchener
Foxglove Crescent,residential,LineString,43.41139015555555,-80.52577379629628,Kitchener
Indigo Street,residential,LineString,43.41235694,-80.52781689000001,Kitchener
Erika Court,residential,LineString,43.41149897692307,-80.52985440769231,Kitchener
Everglade Crescent,residential,LineString,43.410860599999985,-80.52539451034484,Kitchener
Windflower Crescent,residential,LineString,43.41405389629628,-80.52241088518518,Kitchener
Windflower Place,residential,LineString,43.41357623333334,-80.52202243333335,Kitchener
Milfoil Crescent,residential,LineString,43.41413072499999,-80.51934742499999,Kitchener
Valleyview Road,residential,LineString,43.41851957777777,-80.51036025555555,Kitchener
Valleyview Road,residential,LineString,43.41928864285714,-80.51121453809525,Kitchener
Howe Drive,residential,LineString,43.42066854117647,-80.5054278,Kitchener
Windale Crescent,residential,LineString,43.42021837241379,-80.50816979310345,Kitchener
Gracefield Crescent,residential,LineString,43.4202757631579,-80.4764583473684,Kitchener
Lucerne Drive,residential,LineString,43.41983950999999,-80.482582115,Kitchener
Bonfield Place,residential,LineString,43.424422975,-80.4955132,Kitchener
Woodfern Court,residential,LineString,43.42485345,-80.494302275,Kitchener
Blackhorne Drive,residential,LineString,43.41539402391305,-80.48629792608695,Kitchener
McLennan Park Gate,residential,LineString,43.41405952,-80.48615832,Kitchener
McLennan Park Gate,residential,LineString,43.41398635000001,-80.48630335,Kitchener
Blackhorne Crescent,residential,LineString,43.41518627058824,-80.48343827058824,Kitchener
Laurentian Drive,residential,LineString,43.41789761538462,-80.49458858461539,Kitchener
Laurentian Drive,residential,LineString,43.41195986363636,-80.49162262727273,Kitchener
Laurentian Drive,residential,LineString,43.4120102,-80.49149828888889,Kitchener
Dunsmere Drive,residential,LineString,43.4153281,-80.49716359090907,Kitchener
Briar Knoll Drive,residential,LineString,43.41428144642857,-80.4897478857143,Kitchener
Roseneath Crescent,residential,LineString,43.41646233636364,-80.49099663181816,Kitchener
Littlefield Crescent,residential,LineString,43.41438753333333,-80.50208214666668,Kitchener
Dinison Crescent,residential,LineString,43.413009281578944,-80.50405150000002,Kitchener
Albion Street,residential,LineString,43.41287536666666,-80.50443508333335,Kitchener
Albion Court,residential,LineString,43.413319975,-80.504726925,Kitchener
Dinison Place,residential,LineString,43.41167398,-80.50434676,Kitchener
Ristau Crescent,residential,LineString,43.411710335,-80.502504115,Kitchener
Ristau Place,residential,LineString,43.41165345,-80.501393475,Kitchener
Ristau Place,residential,LineString,43.41179938333333,-80.5008692277778,Kitchener
Nine Pines Road,residential,LineString,43.4172204,-80.50911405000001,Kitchener
Wilkins Drive,residential,LineString,43.416697516666666,-80.50754123333333,Kitchener
Pinedale Drive,residential,LineString,43.41821756428572,-80.50463372857143,Kitchener
Pinedale Court,residential,LineString,43.415887966666666,-80.50727193333333,Kitchener
Pinedale Court,residential,LineString,43.416140936842105,-80.5066696631579,Kitchener
Hillsborough Crescent,residential,LineString,43.41841933125,-80.50516383125,Kitchener
Springbank Crescent,residential,LineString,43.430548655555555,-80.51285550000001,Kitchener
Juniper Crescent,residential,LineString,43.42724994499999,-80.50080091500001,Kitchener
Broadleaf Place,residential,LineString,43.431321080000004,-80.50173208,Kitchener
Meadow Crescent,residential,LineString,43.430668125000004,-80.50146038749999,Kitchener
Sycamore Place,residential,LineString,43.43059425,-80.5015344,Kitchener
Farmbrook Place,residential,LineString,43.428354899999995,-80.50355730000001,Kitchener
Shadywood Crescent,residential,LineString,43.42971856666666,-80.50501185333333,Kitchener
Evergreen Crescent,residential,LineString,43.42926518571429,-80.50692974285714,Kitchener
Barberry Place,residential,LineString,43.4310664,-80.50715263333332,Kitchener
Russet Place,residential,LineString,43.42680561,-80.51350015,Kitchener
Thornridge Crescent,residential,LineString,43.42767825000001,-80.51949566666667,Kitchener
Larkspur Crescent,residential,LineString,43.42653441428571,-80.52014587857143,Kitchener
Fourth Avenue,residential,LineString,43.42972910000001,-80.45546517,Kitchener
Russel Street,residential,LineString,43.437886975,-80.49110581666667,Kitchener
Woodland Avenue,residential,LineString,43.43797128,-80.48996394000001,Kitchener
Markwood Drive,residential,LineString,43.441990494117654,-80.52978822352941,Kitchener
Rossford Crescent,residential,LineString,43.44290065925926,-80.52721017407409,Kitchener
Bankside Drive,residential,LineString,43.430071838028155,-80.53429915070423,Kitchener
Spadina Road East,residential,LineString,43.438758299999996,-80.49675898888887,Kitchener
Glen Road,residential,LineString,43.43881088333333,-80.4937704,Kitchener
Glen Road,residential,LineString,43.43881484,-80.49360168,Kitchener
Spadina Road East,residential,LineString,43.43891657500001,-80.49604416249998,Kitchener
Costain Court,residential,LineString,43.4155288,-80.5540775,Kitchener
Costain Court,residential,LineString,43.41617918421053,-80.55385298421052,Kitchener
Margaret Avenue,tertiary,LineString,43.4573549,-80.4896503,Kitchener
Fieldgate Street,residential,LineString,43.4342330625,-80.520091425,Kitchener
Wycliffe Place,residential,LineString,43.434577425,-80.52187855,Kitchener
Camrose Court,residential,LineString,43.43496115,-80.520739275,Kitchener
Camrose Court,residential,LineString,43.43580108947369,-80.52173739473686,Kitchener
Wycliffe Place,residential,LineString,43.43543383684211,-80.5227903894737,Kitchener
Lancaster Street West,secondary,LineString,43.47296365,-80.484385175,Kitchener
Ottawa Street North,secondary,LineString,43.446579299999996,-80.4606521,Kitchener
Ottawa Street North,secondary,LineString,43.446148300000004,-80.46181820000001,Kitchener
Fischer-Hallman Road,secondary,LineString,43.41913825,-80.51405170000001,Kitchener
Fischer-Hallman Road,secondary,LineString,43.4199925,-80.51501643333334,Kitchener
Highway 7/8,motorway,LineString,43.409050699999995,-80.5480584,Wilmot
Bridgeport Road,secondary,LineString,43.47567724545455,-80.48732059090909,Kitchener
Conestoga Parkway,motorway,LineString,43.42829635,-80.4828875,Kitchener
Conestoga Parkway,motorway,LineString,43.42812495,-80.482652,Kitchener
Avalon Place,residential,LineString,43.425114840000006,-80.49767984,Kitchener
Carwood Avenue,residential,LineString,43.43148446666667,-80.46736113333334,Kitchener
Carwood Avenue,residential,LineString,43.434654375,-80.46559883333333,Kitchener
Carwood Crescent,residential,LineString,43.434308836363634,-80.46429950000001,Kitchener
Clive Road,residential,LineString,43.44334952727272,-80.45882353636364,Kitchener
Dixon Street,tertiary,LineString,43.43694525,-80.4589108,Kitchener
Montgomery Road,residential,LineString,43.439903924999996,-80.4580826,Kitchener
Plymouth Road,residential,LineString,43.43429517619048,-80.4608563809524,Kitchener
Rockway Drive,residential,LineString,43.43752176666667,-80.4635557,Kitchener
Cornell Avenue,residential,LineString,43.432562559999994,-80.46479192000001,Kitchener
Fifth Avenue,residential,LineString,43.43286402,-80.45224463999999,Kitchener
Onward Avenue,residential,LineString,43.445245725,-80.4702586,Kitchener
Briar Knoll Place,residential,LineString,43.414249488888885,-80.4912135,Kitchener
Briar Knoll Place,residential,LineString,43.41358497777779,-80.49097418888891,Kitchener
Calmcrest Drive,residential,LineString,43.41491419333333,-80.49002586666666,Kitchener
Radcliffe Drive,residential,LineString,43.41345909333333,-80.49582308666666,Kitchener
Radcliffe Place,residential,LineString,43.414016325000006,-80.4977377,Kitchener
Howland Drive,residential,LineString,43.41989662,-80.4966115,Kitchener
Shea Crescent,residential,LineString,43.42057791249999,-80.4953063125,Kitchener
Banff Place,residential,LineString,43.420252385714285,-80.49543814285714,Kitchener
Cartier Drive,residential,LineString,43.419213344444444,-80.49773026666666,Kitchener
Kimberly Crescent,residential,LineString,43.419496104166676,-80.49861732916668,Kitchener
Jasper Court,residential,LineString,43.4192185,-80.49641015,Kitchener
D'Arcy Place,residential,LineString,43.417004829999996,-80.49864973000001,Kitchener
Dunsmere Court,residential,LineString,43.41533414545455,-80.49823813636364,Kitchener
Bosworth Crescent,residential,LineString,43.41327424615384,-80.49856591538462,Kitchener
Graywood Court,residential,LineString,43.412520887499994,-80.49664510000001,Kitchener
Colebrook Court,residential,LineString,43.41561236,-80.49633638,Kitchener
Greenock Drive,residential,LineString,43.41457104705882,-80.49373010000001,Kitchener
Briargate Drive,residential,LineString,43.41453468750001,-80.49439399375001,Kitchener
Erinbrook Drive,residential,LineString,43.410373630769236,-80.4955023923077,Kitchener
McCabe Court,residential,LineString,43.409715425,-80.48529152500001,Kitchener
Rittenhouse Road,residential,LineString,43.411208707142855,-80.48315164642858,Kitchener
Tuerr Drive,residential,LineString,43.40992676666667,-80.47943134,Kitchener
The Country Way,residential,LineString,43.4098837978261,-80.47864598043479,Kitchener
Rushbrook Drive,residential,LineString,43.40462172173913,-80.48862443913043,Kitchener
Trillium Drive,tertiary,LineString,43.398160024999996,-80.458634075,Kitchener
Ashley Court,residential,LineString,43.40672478181818,-80.48650903636364,Kitchener
Hedgestone Court,residential,LineString,43.40563003333333,-80.48959761666667,Kitchener
Hedgestone Crescent,residential,LineString,43.405139188235296,-80.49116277058823,Kitchener
Marlis Crescent,residential,LineString,43.40391092857143,-80.4912758,Kitchener
Tara Crescent,residential,LineString,43.4055479125,-80.49439117916666,Kitchener
Tamvale Crescent,residential,LineString,43.40360477727273,-80.4934002818182,Kitchener
Old Country Drive,residential,LineString,43.4110949625,-80.476993275,Kitchener
Country Hill Drive,residential,LineString,43.41551732307692,-80.47444903846153,Kitchener
Claremont Avenue,residential,LineString,43.450916075,-80.524976875,Kitchener
Aberdeen Road,residential,LineString,43.45061243076925,-80.52842616923077,Kitchener
Inverness Drive,residential,LineString,43.44947226666667,-80.53000299166666,Kitchener
Huntley Crescent,residential,LineString,43.4487426111111,-80.53016021111112,Kitchener
Westgate Walk,residential,LineString,43.4510770625,-80.53066349999999,Kitchener
Westgate Walk,residential,LineString,43.450442435,-80.53251449999999,Kitchener
Union Boulevard,residential,LineString,43.45108992,-80.52781474,Kitchener
Belmont Avenue West,service,LineString,43.45407678888888,-80.51849504444445,Kitchener
Belmont Lane East,service,LineString,43.453751839130426,-80.51767116086955,Kitchener
Orchard Park Crescent,residential,LineString,43.44900206666667,-80.52579236666666,Kitchener
Orchard Park Crescent,residential,LineString,43.449311525000006,-80.526006585,Kitchener
Earl Street,residential,LineString,43.45298688,-80.51966534000002,Kitchener
Argyle Street,residential,LineString,43.453656775,-80.51987942500001,Kitchener
Severn Street,residential,LineString,43.45592321666667,-80.52202828333334,Waterloo
Esson Street,residential,LineString,43.45645770666667,-80.51994315333333,Kitchener
Green Street,unclassified,LineString,43.45512188571428,-80.51062888571428,Kitchener
Mt. Hope Street,residential,LineString,43.45492217333334,-80.51549396000001,Kitchener
Eden Avenue,residential,LineString,43.453285109090906,-80.51625655454545,Kitchener
Windsor Crescent,residential,LineString,43.43883655,-80.49663975,Kitchener
Windsor Crescent,residential,LineString,43.43843513076923,-80.49664779999999,Kitchener
Ruby Street,residential,LineString,43.4395418888889,-80.49694275555555,Kitchener
Winslow Drive,residential,LineString,43.43997204285715,-80.49770908571429,Kitchener
Brant Crescent,residential,LineString,43.43713697142857,-80.49665146428572,Kitchener
Rex Drive,residential,LineString,43.438177243750005,-80.49865044375,Kitchener
